Athlete_ID,Race_ID,Time_sec,Rank
204,8,2100.7952738963486,72
204,9,2243.0803278354824,486
204,10,1449.6661346196195,191
205,1,1412.5423194695395,734
205,2,1887.2558400530122,451
205,3,1617.6374217972545,738
205,4,1638.2631890553064,720
205,5,1914.1144344648933,712
205,6,1742.7476044069947,247
205,7,1468.541162081244,206
205,8,1866.16242810416,544
205,9,1640.306320221063,699
205,10,2158.541753950031,76
206,1,2153.917562508213,255
206,2,1858.2322892860072,837
206,3,1955.999722739343,937
206,4,1506.6488398886142,287
206,5,1922.5821923105302,487
206,6,1707.6574586583347,383
206,7,1888.855441419304,276
206,8,1912.5650871471487,500
206,9,1608.8076758913617,481
206,10,1937.5160110654454,897
207,1,1585.635897458739,58
207,2,1721.4884796965318,328
207,3,1519.0480875631213,474
207,4,1599.6661330593342,111
207,5,1779.1265373236322,497
207,6,2066.99626866513,156
207,7,1617.9404466428473,2
207,8,1937.3059758160657,758
207,9,2381.7577707298396,871
207,10,1379.6991485531748,13
208,1,1642.1256430447736,94
208,2,2216.5013334625346,338
208,3,1620.1900518479042,936
208,4,1466.9989284342219,467
208,5,2030.4621649895212,714
208,6,1864.6189516368863,364
208,7,1604.750182311011,692
208,8,1800.5537865693018,926
208,9,1174.7661181504236,694
208,10,2317.4089949283325,367
209,1,1334.060383989351,783
209,2,1709.5507909437379,140
209,3,1629.0501215283723,953
209,4,1898.8526206719027,904
209,5,1555.6215620488683,321
209,6,1636.1222885621878,107
209,7,1664.996142601256,139
209,8,2177.144765058772,615
209,9,1897.5042408769625,416
209,10,1666.1271977340746,506
210,1,2005.6523216370613,407
210,2,2354.5826499889235,568
210,3,1608.0024549667653,933
210,4,1750.133554586955,493
210,5,1829.4202618616835,233
210,6,2188.7615345589043,945
210,7,1589.1815952262084,817
210,8,1438.592015151566,149
210,9,1827.5257453345118,851
210,10,1875.6721189280033,871
211,1,2008.5062085264672,147
211,2,1361.3325780930472,184
211,3,2060.746377749069,119
211,4,1663.3381421928389,293
211,5,1899.4024940338022,218
211,6,1960.0202553712686,177
211,7,2062.8140377589384,494
211,8,2241.8012027252944,83
211,9,1473.5041538912837,872
211,10,1416.1888512441465,696
212,1,1308.1547512423697,210
212,2,1682.2586681817381,816
212,3,1659.46984551589,900
212,4,1453.5915772101403,934
212,5,1897.2171084664683,472
212,6,1455.6925830552998,375
212,7,1783.440529713787,802
212,8,1945.4636044596396,579
212,9,1743.9311525514045,73
212,10,1310.858026885458,282
213,1,1405.91545617628,211
213,2,2056.1425686927205,835
213,3,1605.2838838714883,283
213,4,1696.003991570967,464
213,5,1741.2964323369144,105
213,6,2243.6170828403674,693
213,7,2051.8780637001614,983
213,8,1509.350510535974,351
213,9,2181.3214949022786,132
213,10,1587.8651986103164,87
214,1,1611.4847727014585,246
214,2,1703.5012454824741,601
214,3,1844.2622735595985,149
214,4,1823.096525917468,985
214,5,1867.9525949016033,469
214,6,1876.516004666873,446
214,7,1490.9417940306178,765
214,8,1788.557793592705,143
214,9,2032.730165220953,984
214,10,2211.6184271849056,889
215,1,1319.1971565424217,875
215,2,1435.3206012137255,112
215,3,1526.283764246283,739
215,4,1856.540318719883,726
215,5,2368.9237217318346,552
215,6,1865.9352970273383,242
215,7,1999.4142258926668,712
215,8,1827.2906930326228,503
215,9,2044.2508449997056,890
215,10,1585.3449542225037,237
216,1,1737.3000117918803,443
216,2,1607.8411630477538,237
216,3,1372.6249080806724,571
216,4,1932.8356575965558,752
216,5,2009.0192727695533,819
216,6,2096.722263208643,30
216,7,1690.8866852737358,935
216,8,1943.205191920942,602
216,9,2003.2919065450042,960
216,10,2037.150408198517,445
217,1,1662.096939453212,606
217,2,1342.2792290388954,457
217,3,1627.6359071598363,543
217,4,1674.0409616741042,564
217,5,1806.998852594153,278
217,6,1659.7201978515013,552
217,7,1808.9896320291755,761
217,8,1859.1080498631902,191
217,9,1993.3518825821427,335
217,10,1891.7616165288084,209
218,1,1653.4824807548903,785
218,2,1926.035399475592,529
218,3,1444.708514694264,166
218,4,1859.1979051844633,849
218,5,2009.119582204316,163
218,6,1728.2500859792888,366
218,7,1709.4655838850742,655
218,8,1720.2858487165624,822
218,9,2025.1608346305916,415
218,10,2009.4662508406436,245
219,1,1640.0085799716387,407
219,2,1867.709441343457,217
219,3,1992.1191554735033,986
219,4,1844.691584798163,532
219,5,2029.4095003994023,754
219,6,1427.629827791738,146
219,7,1961.6186928157526,462
219,8,1736.6174234549057,13
219,9,1583.8755429588487,399
219,10,1571.3152476008054,19
220,1,2109.560394760449,916
220,2,2203.7409802088605,612
220,3,1922.835156577687,44
220,4,1850.6073976018297,872
220,5,1608.9520650829982,327
220,6,1242.6840415926868,363
220,7,1780.7816884398333,164
220,8,1958.967946465132,141
220,9,2499.986796494935,933
220,10,2386.5690092723335,880
221,1,1588.3182658583494,808
221,2,1517.3740395735213,187
221,3,1668.5222647864314,864
221,4,1638.5522996379814,237
221,5,1637.6748510966543,136
221,6,1884.3664654429379,792
221,7,2068.214879197438,583
221,8,1650.9867528208774,504
221,9,1123.1603077521168,125
221,10,1601.0419654873924,313
222,1,1649.408487790592,230
222,2,1721.0235509209112,658
222,3,1450.128631842208,382
222,4,1165.247530430032,173
222,5,1876.2774839222989,6
222,6,1688.3735275641134,288
222,7,1329.6876618522688,890
222,8,1675.6530822382292,608
222,9,1949.8233207583808,6
222,10,1715.8269966165572,624
223,1,1845.9367687773229,106
223,2,2097.212476111055,651
223,3,2100.724937601602,959
223,4,2125.4178426524836,452
223,5,1583.2911781533,416
223,6,1600.5391372128058,726
223,7,1728.4179692231112,193
223,8,2185.969446651183,980
223,9,2246.4705950608427,973
223,10,1359.4990315397715,763
224,1,1746.5341558844289,530
224,2,1390.725673434627,113
224,3,1510.956738679442,714
224,4,1612.8212097651774,83
224,5,1741.043364171785,884
224,6,2084.752111928302,256
224,7,1856.041317743296,495
224,8,1483.4728475025347,25
224,9,1996.2316787569835,494
224,10,2060.097065918482,314
225,1,2124.981973039865,25
225,2,1630.0779771112543,334
225,3,1661.9948516921115,778
225,4,1514.2325631544309,99
225,5,1990.8712126136777,214
225,6,1646.7914190737513,685
225,7,1476.438878246401,894
225,8,1531.5187939375905,576
225,9,1752.520835578803,483
225,10,1792.2536444854925,187
226,1,1745.2745593381383,364
226,2,1809.322790062504,491
226,3,1773.2297537335653,76
226,4,1788.7288065061557,700
226,5,1903.3152652135605,642
226,6,1777.6894203543857,474
226,7,2085.464931172213,72
226,8,1493.6512627319098,263
226,9,1811.8771589333846,575
226,10,1468.4230736548302,1000
227,1,1744.90109024926,555
227,2,1549.5709831822815,17
227,3,1590.002461928451,804
227,4,1479.7666963360343,981
227,5,1367.4466722000861,663
227,6,2057.199229668185,400
227,7,2163.8918187678564,180
227,8,1424.4726940914773,124
227,9,2041.3503167846877,911
227,10,2074.8249672589964,228
228,1,1950.5156979083097,461
228,2,2352.870914491395,618
228,3,1599.2986131360549,311
228,4,1512.7484150053378,285
228,5,1662.2729069343025,164
228,6,1591.6198892510565,898
228,7,2309.42787190012,965
228,8,1540.4785718486617,950
228,9,1771.012898995533,471
228,10,1675.2099216157924,34
229,1,1957.5571171013185,221
229,2,1458.6578521039096,868
229,3,1499.3348943219826,915
229,4,1574.2694287940894,550
229,5,2028.3916690228357,441
229,6,1456.2298230053016,148
229,7,2093.5266336084105,850
229,8,1956.6427637801808,517
229,9,1944.5351123583853,677
229,10,1591.2415739565672,278
230,1,1440.9634060721064,802
230,2,2068.1093068167334,589
230,3,1981.5671103054767,441
230,4,2134.62998921434,853
230,5,1677.0940222111508,181
230,6,2013.6966478740487,288
230,7,1405.756243663435,130
230,8,2329.9966467874306,194
230,9,2013.8136086583995,144
230,10,1235.0549375824248,16
231,1,2078.4135213017075,887
231,2,1962.848505381203,341
231,3,1514.305085778361,618
231,4,1596.9014584624406,711
231,5,1975.899892673441,108
231,6,1681.1621706032313,531
231,7,2070.119576518519,12
231,8,1935.3675957955525,195
231,9,2070.487012817809,962
231,10,2306.532646723839,817
232,1,2020.686599173724,30
232,2,2334.539672631318,596
232,3,2075.3903011999087,381
232,4,1570.241972974109,778
232,5,1484.9577781193564,845
232,6,2027.2485448012458,361
232,7,1424.347665760698,246
232,8,2029.7428473978653,720
232,9,1691.877004329044,754
232,10,1717.7144907862196,363
233,1,1910.1510480700301,12
233,2,1429.6222662647283,424
233,3,2158.566201456514,688
233,4,1943.4606785705273,788
233,5,2258.810042504443,435
233,6,1771.4143958564987,636
233,7,1782.284375322048,386
233,8,2336.79392575925,671
233,9,1673.8923835641035,527
233,10,2177.3082666731198,524
234,1,1449.749892195892,871
234,2,1896.4651539142426,280
234,3,2015.03963939685,869
234,4,1167.9713725801512,658
234,5,1879.0707220606453,314
234,6,1701.884232373771,332
234,7,1839.932070739189,685
234,8,1760.3270837629852,420
234,9,2064.3369417838576,957
234,10,2010.562734392376,356
235,1,1322.3569416617015,941
235,2,2062.253075171497,164
235,3,2191.2265380140984,663
235,4,2351.630527129912,480
235,5,1729.6021987360311,965
235,6,1843.1364029776587,452
235,7,1559.3393147291397,743
235,8,1687.3869133220737,991
235,9,1825.9276256358573,337
235,10,1735.74763885935,599
236,1,1208.9998633743378,800
236,2,2012.6156020553794,527
236,3,1869.4337767576717,109
236,4,1993.9468613177312,795
236,5,2260.544616002265,891
236,6,1602.913447080477,206
236,7,1525.1177698308825,83
236,8,2206.632840331649,110
236,9,1807.4572511253807,936
236,10,1709.8635393546747,909
237,1,1823.879358712811,201
237,2,1966.217331334772,797
237,3,1829.7415018254374,790
237,4,1547.4864161885973,962
237,5,1331.5520332674423,601
237,6,2251.0259485286997,72
237,7,1715.1339838441124,855
237,8,1614.2781790448373,608
237,9,2225.559403544411,730
237,10,1053.6574030394763,528
238,1,1631.4161256914695,111
238,2,2104.3936159318237,129
238,3,2302.9179081624607,326
238,4,1516.3479360171807,8
238,5,1562.3104823387682,131
238,6,1680.2703438537224,188
238,7,1864.9874926213856,204
238,8,1492.2741949079168,212
238,9,2110.71739277491,772
238,10,2045.9184995073035,243
239,1,2328.356437460212,685
239,2,1799.9058982164677,171
239,3,1662.135317651473,949
239,4,1278.566508136384,877
239,5,1691.5611699918043,200
239,6,1924.9338114304358,810
239,7,1258.0236082593333,919
239,8,1858.652745047237,299
239,9,2076.4242542023435,440
239,10,1573.8259411900067,211
240,1,1574.7893918891104,779
240,2,1786.571907716348,666
240,3,1914.0595107460183,610
240,4,1746.1180506641474,427
240,5,1597.8226959811213,884
240,6,1342.41673964518,742
240,7,1510.2644939583165,867
240,8,1928.0480924298033,232
240,9,1468.9086386251806,943
240,10,1840.689602632786,376
241,1,1590.2045376517015,563
241,2,2148.737485977692,629
241,3,2318.191177518587,720
241,4,1866.257661737838,889
241,5,1988.0500971084389,7
241,6,1855.9463861900851,366
241,7,1506.463123980238,215
241,8,1364.6680838489974,429
241,9,1865.4075276397696,367
241,10,1506.3557261756582,313
242,1,1621.8565775793884,467
242,2,1750.3105769047104,865
242,3,1424.7911811035322,798
242,4,1806.5831424645996,348
242,5,1454.0002790382764,79
242,6,1293.7966958667869,622
242,7,1736.0010602072193,618
242,8,2087.9870023301237,507
242,9,1587.2937127108528,244
242,10,2385.9777412579706,506
243,1,1851.758034876927,722
243,2,1953.2588967444954,169
243,3,1629.1045697525021,496
243,4,1570.1422586209662,381
243,5,1548.422054110841,188
243,6,1648.9330122547883,930
243,7,1832.5563828217068,502
243,8,1674.648502763594,730
243,9,1569.2069926524196,520
243,10,1721.6012821645597,765
244,1,1543.3298290730163,756
244,2,1491.6189716779984,635
244,3,2064.2143164019453,377
244,4,2308.0652372146064,658
244,5,2118.6048530386615,31
244,6,1850.2552837590126,260
244,7,1946.548401735973,942
244,8,2508.483433201407,986
244,9,1882.9488430121648,542
244,10,798.1499465237273,670
245,1,2108.3646282062255,268
245,2,1604.247257873783,222
245,3,1382.416127789053,255
245,4,1496.6874706170568,455
245,5,1449.6819937169219,858
245,6,2153.4684278647687,599
245,7,1505.0633596254474,44
245,8,1314.3584073426964,712
245,9,1757.344350303533,914
245,10,2222.1776925194836,607
246,1,1958.5553653184777,423
246,2,2184.417764694851,905
246,3,1908.1545644833493,117
246,4,1358.1040836774732,271
246,5,1710.9309446038487,172
246,6,1820.658604384521,950
246,7,1733.8541537497765,722
246,8,1720.6155889883612,748
246,9,1909.2750636668968,364
246,10,1867.937709334034,955
247,1,1720.6071941097825,891
247,2,1391.0764965306919,722
247,3,1807.8382418807366,984
247,4,1279.5217103594814,22
247,5,1069.7470842472221,85
247,6,1346.9309263749308,567
247,7,1968.7032117702502,679
247,8,1683.6599673401183,412
247,9,1729.9701604068314,433
247,10,1787.7616530645116,265
248,1,1949.7269385159968,53
248,2,1969.0379862549717,480
248,3,1847.132608350996,890
248,4,2169.664186901931,783
248,5,1929.3362892292228,29
248,6,1609.412518594173,975
248,7,1300.5322739613157,294
248,8,2226.053088808012,589
248,9,1551.3217160985314,175
248,10,1613.4895331283337,900
249,1,2116.6633806395926,195
249,2,2625.216909161199,496
249,3,1605.7281013276802,327
249,4,1560.5428126736208,15
249,5,1982.5096628684512,790
249,6,1957.2978107993715,408
249,7,1005.2701370198822,266
249,8,2205.4508710368364,491
249,9,1453.1048662996068,369
249,10,2476.881679541355,985
250,1,1993.5507376118455,846
250,2,2023.4974258842246,937
250,3,2131.689507457221,25
250,4,2076.511045530106,530
250,5,2091.05904800559,319
250,6,1438.5193196315884,441
250,7,1752.3192794013657,672
250,8,1674.4586908448412,111
250,9,2334.4610045901136,732
250,10,1498.40819295556,481
251,1,1958.7048899676327,487
251,2,1817.0863320764695,606
251,3,1414.2952745259968,148
251,4,1788.8062775260096,118
251,5,1421.5743024745798,970
251,6,1952.2023065678623,813
251,7,2044.6503067332787,495
251,8,1785.5734478007682,973
251,9,1530.7525310498372,715
251,10,1406.3452567416653,147
252,1,1813.5668126999947,428
252,2,1815.3593705643257,728
252,3,1341.8112928716573,887
252,4,1289.3596800075893,726
252,5,1950.072140830971,850
252,6,1639.91990806825,76
252,7,1633.7834119761649,699
252,8,2279.7470053585844,289
252,9,1930.4310193670674,253
252,10,1942.629204757987,126
253,1,1847.91531860463,610
253,2,1690.1274907565462,127
253,3,2183.855600928048,845
253,4,1134.9543481937808,638
253,5,1847.1775310355895,528
253,6,1801.8634066865359,540
253,7,1510.3005589430377,558
253,8,2288.7499094702835,840
253,9,2210.4295445291436,939
253,10,1449.3776914520622,875
254,1,1250.495325838192,491
254,2,1484.6070265081967,658
254,3,1445.9149188531385,313
254,4,1879.0640221734507,615
254,5,2428.7530505427476,466
254,6,2278.332717524759,88
254,7,2161.4023319981115,340
254,8,1612.7703863022869,347
254,9,2063.825112341221,109
254,10,1476.7871769045726,825
255,1,1997.0841336972837,112
255,2,2048.4198229117137,813
255,3,1466.5259251459347,101
255,4,1789.2523263880612,758
255,5,2342.854475555582,937
255,6,1357.728816331377,962
255,7,1247.9766766482742,550
255,8,1790.315816685159,902
255,9,1819.2501376874022,168
255,10,1691.968214208544,771
256,1,1766.0615842452778,664
256,2,1410.2350909662528,531
256,3,2055.778740988531,893
256,4,2436.1704361291504,344
256,5,2087.5157459526126,996
256,6,1815.498293055324,153
256,7,2080.8627028739847,738
256,8,1855.4430907469216,221
256,9,1710.755339737845,528
256,10,2193.595121572184,182
257,1,1843.3030401890082,915
257,2,2047.9924606169689,481
257,3,1550.4135247516647,439
257,4,1608.5151820414517,402
257,5,1956.7685762625981,646
257,6,1249.5575911096334,21
257,7,2376.1102506432785,48
257,8,1433.1314941333308,491
257,9,1353.2560746302615,956
257,10,1828.2372803367828,600
258,1,2171.8752019324684,15
258,2,1681.131096569472,516
258,3,2201.076131269414,137
258,4,2154.7697181182616,154
258,5,2491.0916256314367,658
258,6,1356.1667330580829,623
258,7,1943.903921852989,938
258,8,1859.684908944993,621
258,9,1507.9863485918895,8
258,10,2102.140000941948,67
259,1,1717.009239251566,611
259,2,1935.2674125637545,485
259,3,2414.9436287357776,74
259,4,1800.2048456872449,508
259,5,2037.5389238410412,130
259,6,2035.7436027890426,758
259,7,1395.1271365345403,808
259,8,1675.4358696284185,832
259,9,1967.9101417234267,206
259,10,1856.2616353241885,986
260,1,2007.8567267453434,89
260,2,2020.391263637799,799
260,3,1771.4070836851947,209
260,4,1925.078850979445,493
260,5,2158.428858563081,871
260,6,2068.3941562721616,732
260,7,1806.661180362791,698
260,8,1361.7225184045028,99
260,9,2369.3301050237933,192
260,10,1515.6321848193043,325
261,1,1649.5892184996544,467
261,2,1374.582023409319,894
261,3,1978.9323412745257,216
261,4,1609.714245693179,361
261,5,2202.429592612111,951
261,6,1592.1735426905873,547
261,7,1698.2633162189884,870
261,8,1911.0183345806865,612
261,9,1347.5436436938214,985
261,10,1452.9064574573124,144
262,1,1503.012662234396,584
262,2,1789.4977169981291,722
262,3,2097.071536111555,554
262,4,1623.9102938723033,273
262,5,2034.8621204845717,155
262,6,1670.6623291274702,522
262,7,1630.5054266903771,920
262,8,1926.9637123371053,914
262,9,1844.8090446813567,921
262,10,1909.2420888163983,439
263,1,2466.205138974934,538
263,2,1802.6484414802185,383
263,3,1691.9882193729052,899
263,4,1581.5768706434037,75
263,5,1761.330244764543,184
263,6,1902.1962409236423,871
263,7,2019.4140757724977,788
263,8,1977.126618375439,112
263,9,2045.0603908596786,905
263,10,1672.1194329970724,621
264,1,2108.8372444795073,312
264,2,2061.694614008535,708
264,3,2242.2139800438304,237
264,4,2199.47640974631,616
264,5,1781.5339986194415,87
264,6,1787.3430898618394,553
264,7,1961.743235385045,929
264,8,2093.5109813309314,690
264,9,2238.385283260571,699
264,10,1246.825563520416,383
265,1,2235.9846918757407,560
265,2,1766.0809607918907,224
265,3,1570.4159814169975,368
265,4,1080.7503386611027,253
265,5,1565.7134424402166,850
265,6,1672.8673633176022,50
265,7,1476.161365569802,79
265,8,1439.2751394195873,582
265,9,2072.886339425702,247
265,10,1686.9269026770453,776
266,1,2088.9889814578496,973
266,2,2235.1442354687656,361
266,3,1773.4262907540995,546
266,4,1839.2680463831387,446
266,5,1856.6539071392742,349
266,6,1297.744290355829,98
266,7,1757.499064393019,927
266,8,1422.170216868731,704
266,9,1458.6786012565824,392
266,10,1807.3222018599486,347
267,1,1745.565279225745,974
267,2,1768.0988992406055,601
267,3,1333.971660459962,597
267,4,2323.761400840547,445
267,5,1613.3895583336855,784
267,6,1974.8212749521592,306
267,7,1501.3789190925759,273
267,8,2348.178451487104,848
267,9,2057.4042585906436,597
267,10,1551.5411181104296,935
268,1,2068.9765962708057,999
268,2,1298.3250676298044,985
268,3,2037.9527064656031,528
268,4,1763.3828603636168,819
268,5,1377.2679216732067,265
268,6,1677.409226238999,875
268,7,1585.5957969028705,422
268,8,1956.3839715041443,251
268,9,1844.825842052759,961
268,10,1713.4823399099103,895
269,1,1501.4554554439862,260
269,2,1745.5490513593,125
269,3,1429.950724816529,544
269,4,1353.1087735691672,161
269,5,1624.2216980046735,228
269,6,1898.7320336130388,700
269,7,1768.0536350458358,18
269,8,1663.8622544507748,694
269,9,1592.3249012202311,295
269,10,1209.323057275175,189
270,1,2141.524656196713,919
270,2,1808.4038746076667,182
270,3,1883.2075385894027,248
270,4,1793.316306244886,146
270,5,1874.4821798734338,494
270,6,1312.3201900021645,817
270,7,1507.390191816525,763
270,8,2191.052379580428,431
270,9,1373.6540579563136,691
270,10,1644.8588758653714,198
271,1,2100.547456104581,934
271,2,1650.7287484844378,840
271,3,1480.8631151693905,536
271,4,1563.0457682852236,384
271,5,1268.6794340735728,611
271,6,1941.4627141254618,574
271,7,2076.0034380016186,212
271,8,1709.5910638679443,126
271,9,1177.32359727644,610
271,10,1774.179092162732,961
272,1,1483.1016002082774,398
272,2,1482.4488837012564,471
272,3,1939.3109590639722,278
272,4,1634.8344204874536,963
272,5,1532.6349155874302,940
272,6,1895.889802775243,482
272,7,1854.3188228313247,933
272,8,2190.983411194819,321
272,9,1739.1247610968665,61
272,10,1866.1055487820636,54
273,1,1802.3640554084184,65
273,2,1702.3166843554488,612
273,3,1608.2308316159604,847
273,4,1532.7331164173825,162
273,5,1383.4372338506366,590
273,6,1319.918668648887,16
273,7,1946.4314453157917,10
273,8,1539.5808279974308,434
273,9,1810.4141246257686,838
273,10,1209.4487359685838,150
274,1,2037.1135575128558,438
274,2,2190.158057578802,751
274,3,1543.0505287772403,914
274,4,1829.3011130245006,902
274,5,1648.9487514338102,410
274,6,1771.6128622052133,461
274,7,1685.1548431161093,621
274,8,1762.8813161175492,567
274,9,1967.191288134146,829
274,10,1759.7564471200628,130
275,1,1680.0302813606588,599
275,2,1880.7884257742203,806
275,3,2194.433947678951,154
275,4,1630.3466135347062,547
275,5,1447.1479990335658,546
275,6,1946.2680891260156,609
275,7,1883.6975384245422,594
275,8,2058.545040965647,43
275,9,1739.242731880551,270
275,10,1641.5108860011062,180
276,1,1379.4275796851286,583
276,2,2196.055259159525,90
276,3,2171.2961272535995,126
276,4,1913.9302908122688,956
276,5,1716.5642309066286,191
276,6,1698.843558662648,682
276,7,2016.4587088371572,720
276,8,1832.1947743985884,553
276,9,2281.879428135466,284
276,10,1848.4693517825567,721
277,1,1761.1405776832698,442
277,2,1384.4228731478092,130
277,3,1899.9036141348774,13
277,4,1096.50888507544,271
277,5,1685.1549046725438,512
277,6,1405.987540057427,447
277,7,2133.861042230549,537
277,8,1871.5442434091792,101
277,9,1589.4497511034674,41
277,10,1728.815645672902,429
278,1,1371.3428290367428,609
278,2,1866.56505263163,657
278,3,1969.7150938658608,352
278,4,1669.4509012115402,889
278,5,2016.2068413582688,836
278,6,1623.858200402501,337
278,7,1851.9914097857381,94
278,8,1513.1167627304603,168
278,9,1509.519544389405,914
278,10,2040.0676014004046,695
279,1,1672.621926155942,913
279,2,1733.8460746026988,274
279,3,1521.7306941412623,557
279,4,2120.7838372717324,82
279,5,1862.5514463489726,157
279,6,1752.1152524255365,735
279,7,1800.2130364697891,376
279,8,1747.3653510811469,888
279,9,1613.2040404615886,205
279,10,1833.1106570150746,79
280,1,1347.93800435905,247
280,2,1798.722303828237,531
280,3,1791.9926354518443,154
280,4,1537.9294398328325,154
280,5,2018.627784943134,480
280,6,1380.7508028242207,693
280,7,1256.7607198321098,588
280,8,1944.9190077783971,177
280,9,2136.627069096681,49
280,10,1519.1552132187276,567
281,1,1937.090209360041,46
281,2,2193.870796175935,302
281,3,1630.0298416413093,822
281,4,1816.5163865960885,830
281,5,1689.140746123092,118
281,6,1787.5174626806818,464
281,7,2203.047062455219,487
281,8,1256.2996248687832,860
281,9,1683.3765524382654,71
281,10,2505.4806160123358,233
282,1,1697.7249881724194,334
282,2,1725.8016800766532,199
282,3,1659.732867053795,724
282,4,1795.460979191709,575
282,5,1823.1032272478833,922
282,6,1509.7994409225885,459
282,7,2168.1455022368377,561
282,8,1936.3091122495978,140
282,9,1812.7056392302295,590
282,10,1964.764554750014,728
283,1,2142.8428916332678,661
283,2,2171.5088497530332,924
283,3,1611.49915536113,746
283,4,1769.907107702234,457
283,5,1385.1195149049656,337
283,6,1445.7289645287583,254
283,7,1925.160472313758,276
283,8,1609.957864334803,699
283,9,1796.2255851547206,808
283,10,2016.8050323617883,322
284,1,1724.553222752553,339
284,2,2128.3019359207965,674
284,3,1807.8983501827947,973
284,4,2020.0358649423254,192
284,5,1908.5357286785215,373
284,6,2125.3288732153187,51
284,7,1872.7041835094174,19
284,8,1396.1591892132171,774
284,9,1937.286631119985,357
284,10,1685.528732460893,816
285,1,2212.4396743689495,143
285,2,1470.9642487651959,192
285,3,1961.6493668376174,693
285,4,2020.823644902682,293
285,5,1846.5899524447318,840
285,6,1249.6826081158251,149
285,7,1952.236301485962,618
285,8,2050.7262041572503,472
285,9,1536.3639335003677,503
285,10,2124.888831305733,14
286,1,1515.655573461466,119
286,2,1981.6375250461606,238
286,3,2194.2885031553255,913
286,4,1839.5008303906163,657
286,5,1974.029652490562,769
286,6,1963.0369382862318,780
286,7,2109.9224953795547,121
286,8,2103.5541250918245,132
286,9,1500.240088349692,12
286,10,1865.9390204994306,81
287,1,1549.7060777878285,637
287,2,1975.0328935494201,307
287,3,1665.300309262832,652
287,4,1796.3753968688557,841
287,5,1324.169502353411,636
287,6,1601.106365973234,309
287,7,2045.0516128896757,112
287,8,1978.4294744330791,8
287,9,1633.4963641650938,253
287,10,2199.2421726103235,526
288,1,1928.6761194542967,854
288,2,1983.2693021702394,661
288,3,1726.300417212179,905
288,4,2058.490398891644,129
288,5,2029.6347715296827,701
288,6,1953.3759835618723,556
288,7,2054.8858402352116,446
288,8,1666.8424948651991,378
288,9,1841.4894350399734,294
288,10,1648.733710823352,920
289,1,2154.407766976072,917
289,2,1440.1868653770198,248
289,3,1629.5926700122227,39
289,4,1550.2917857109267,984
289,5,2249.458586074544,732
289,6,1760.9080225952664,825
289,7,2157.9115753784126,298
289,8,1755.2882051489453,283
289,9,2015.3380485371438,938
289,10,1639.3734367999955,544
290,1,1792.0454253813125,791
290,2,1913.421238800421,738
290,3,1367.382137442537,343
290,4,1236.8327679584113,477
290,5,1913.9131572703675,289
290,6,2325.1832253692805,213
290,7,1675.0035636365228,229
290,8,1722.0457748990623,226
290,9,2100.1988115475033,758
290,10,1897.10953260447,402
291,1,1429.4158515701176,893
291,2,1463.3540286357008,542
291,3,1565.6530865606658,436
291,4,1722.0599577697462,177
291,5,1884.1597021665775,808
291,6,2104.82805649409,601
291,7,2058.6670535660933,741
291,8,1375.1318832622064,862
291,9,2286.2927898748167,310
291,10,1766.0758992341293,720
292,1,1955.0839547245114,821
292,2,1733.546021114363,904
292,3,1854.9180661118612,410
292,4,1419.2699835890762,414
292,5,1745.2013880408897,259
292,6,1669.127468964955,90
292,7,1513.5034056340078,255
292,8,1811.027467964829,588
292,9,1871.846840433834,594
292,10,1919.8947316256904,589
293,1,1927.1050798881465,639
293,2,2035.189274366774,997
293,3,2120.015649016298,204
293,4,1703.426057660973,16
293,5,1661.2942428620033,397
293,6,1923.4344982765772,517
293,7,1983.9177527298978,169
293,8,1541.5786095651088,693
293,9,2062.762938599635,760
293,10,1660.011783732272,639
294,1,1510.391836685936,355
294,2,2303.5727859522262,255
294,3,1486.7576932926447,710
294,4,1913.8806305358764,577
294,5,1999.4866373207149,957
294,6,1503.5509956988772,421
294,7,1796.2068562974662,237
294,8,1837.8001557132202,237
294,9,2150.8182221088773,461
294,10,1742.245132847234,663
295,1,1758.9195034171787,255
295,2,1917.4465119391502,68
295,3,1919.5331590070045,874
295,4,1931.1693292641123,409
295,5,1033.1046397586,756
295,6,1842.4321538770064,694
295,7,1527.221969030145,482
295,8,1887.1632778439239,878
295,9,1730.4521492272575,365
295,10,1402.1405533071347,368
296,1,2380.4043688241454,71
296,2,1477.7083841320539,568
296,3,2000.961436427598,307
296,4,1860.4632005398264,586
296,5,1541.089527875103,182
296,6,1313.1200991956287,307
296,7,1498.2439305753107,610
296,8,1287.2070914126864,420
296,9,2234.103200032442,309
296,10,2198.5171636235436,658
297,1,1888.3023562855196,633
297,2,2299.5927138180273,226
297,3,1623.5536929036748,425
297,4,2225.471634871887,255
297,5,2288.8926393338397,682
297,6,1688.1973248144077,336
297,7,1756.4246117235034,746
297,8,1703.8321252421442,513
297,9,1663.561584786692,368
297,10,1488.0580406919348,251
298,1,1835.8796034652348,170
298,2,1609.3730679492735,758
298,3,1892.3029960203341,294
298,4,1471.3441833463312,919
298,5,2309.229654401031,969
298,6,1595.7351286476305,836
298,7,1727.08164033574,472
298,8,1800.6863808430512,744
298,9,1715.4592857939829,927
298,10,1829.5495044074044,367
299,1,1783.223865443336,610
299,2,1901.3872584696355,951
299,3,1876.8665508245933,80
299,4,1945.0319675790115,697
299,5,1914.3928836794355,452
299,6,1893.4958568014335,464
